Preis
0.0001
0.0001
0.0001
0.0001
0.00001
0.00001
0.00001
0.00001
0
0
0
0
-0.00001
-0.00001
-0.00001
-0.00001
-0.00003
-0.00003
-0.00003
-0.00003
-0.00002
-0.00002
-0.00002
-0.00002
-0.00005
-0.00005
-0.00005
-0.00005
-0.00002
-0.00002
-0.00002
-0.00002
0
0
0
0
0.00004
0.00004
0.00004
0.00004
0.00006
0.00006
0.00006
0.00006
0.00054
0.00054
0.00054
0.00054
0.00224
0.00224
0.00224
0.00224
0.00196
0.00196
0.00196
0.00196
0.00104
0.00104
0.00104
0.00104
0.00366
0.00366
0.00366
0.00366
0.04306
0.04306
0.04306
0.04306
0.04993
0.04993
0.04993
0.04993
0.058
0.058
0.058
0.058
0.05425
0.05425
0.05425
0.05425
0.04801
0.04801
0.04801
0.04801
0.04295
0.04295
0.04295
0.04295
0.04709
0.04709
0.04709
0.04709
0.03555
0.03555
0.03555
0.03555
0.03059
0.03059
0.03059
0.03059
0.02007
0.02007
0.02007
0.02007
0.03103
0.03103
0.03103
0.03103
0.01839
0.01839
0.01839
0.01839
0.01108
0.01108
0.01108
0.01108
0.01378
0.01378
0.01378
0.01378
0.04763
0.04763
0.04763
0.04763
0.0581
0.0581
0.0581
0.0581
0.06567
0.06567
0.06567
0.06567
0.06473
0.06473
0.06473
0.06473
0.06898
0.06898
0.06898
0.06898
0.07354
0.07354
0.07354
0.07354
0.07816
0.07816
0.07816
0.07816
0.07887
0.07887
0.07887
0.07887
0.07924
0.07924
0.07924
0.07924
0.07996
0.07996
0.07996
0.07996
0.08346
0.08346
0.08346
0.08346
0.08092
0.08092
0.08092
0.08092
0.07495
0.07495
0.07495
0.07495
0.06318
0.06318
0.06318
0.06318
0.05711
0.05711
0.05711
0.05711
0.04689
0.04689
0.04689
0.04689
0.04
0.04
0.04
0.04
0.00743
0.00743
0.00743
0.00743
-0.00008
-0.00008
-0.00008
-0.00008
-0.00123
-0.00123
-0.00123
-0.00123
-0.0013
-0.0013
-0.0013
-0.0013
-0.00131
-0.00131
-0.00131
-0.00131
-0.00131
-0.00131
-0.00131
-0.00131
-0.00138
-0.00138
-0.00138
-0.00138
0.00109
0.00109
0.00109
0.00109
0.04059
0.04059
0.04059
0.04059
0.05961
0.05961
0.05961
0.05961
0.06061
0.06061
0.06061
0.06061
0.057
0.057
0.057
0.057
0.05489
0.05489
0.05489
0.05489
0.05389
0.05389
0.05389
0.05389
0.05442
0.05442
0.05442
0.05442
0.06086
0.06086
0.06086
0.06086
0.06718
0.06718
0.06718
0.06718
0.07359
0.07359
0.07359
0.07359
0.08228
0.08228
0.08228
0.08228
0.08297
0.08297
0.08297
0.08297
0.07903
0.07903
0.07903
0.07903
0.07323
0.07323
0.07323
0.07323
0.06741
0.06741
0.06741
0.06741
0.065
0.065
0.065
0.065
0.05812
0.05812
0.05812
0.05812
0.0573
0.0573
0.0573
0.0573
0.05046
0.05046
0.05046
0.05046
0.04
0.04
0.04
0.04
0.02548
0.02548
0.02548
0.02548
0.035
0.035
0.035
0.035
0.05773
0.05773
0.05773
0.05773
0.07265
0.07265
0.07265
0.07265
0.08502
0.08502
0.08502
0.08502
0.09147
0.09147
0.09147
0.09147
0.0942
0.0942
0.0942
0.0942
0.09161
0.09161
0.09161
0.09161
0.09003
0.09003
0.09003
0.09003
0.0863
0.0863
0.0863
0.0863
0.08596
0.08596
0.08596
0.08596
0.09211
0.09211
0.09211
0.09211
0.09862
0.09862
0.09862
0.09862
0.10573
0.10573
0.10573
0.10573
0.13323
0.13323
0.13323
0.13323
0.14465
0.14465
0.14465
0.14465
0.125
0.125
0.125
0.125
0.10359
0.10359
0.10359
0.10359
0.10001
0.10001
0.10001
0.10001
0.09486
0.09486
0.09486
0.09486
0.08883
0.08883
0.08883
0.08883
0.08608
0.08608
0.08608
0.08608
0.08051
0.08051
0.08051
0.08051
0.07701
0.07701
0.07701
0.07701
0.07321
0.07321
0.07321
0.07321
0.07405
0.07405
0.07405
0.07405
0.07603
0.07603
0.07603
0.07603
0.081
0.081
0.081
0.081
0.087
0.087
0.087
0.087
0.08957
0.08957
0.08957
0.08957
0.09493
0.09493
0.09493
0.09493
0.09628
0.09628
0.09628
0.09628
0.09822
0.09822
0.09822
0.09822
0.09224
0.09224
0.09224
0.09224
0.09154
0.09154
0.09154
0.09154
0.09641
0.09641
0.09641
0.09641
0.10005
0.10005
0.10005
0.10005
0.10297
0.10297
0.10297
0.10297
0.10738
0.10738
0.10738
0.10738
0.10845
0.10845
0.10845
0.10845
0.10396
0.10396
0.10396
0.10396
0.10009
0.10009
0.10009
0.10009
0.09419
0.09419
0.09419
0.09419
0.09492
0.09492
0.09492
0.09492
0.0868
0.0868
0.0868
0.0868
0.08225
0.08225
0.08225
0.08225
0.0802
0.0802
0.0802
0.0802
0.07613
0.07613
0.07613
0.07613
0.07301
0.07301
0.07301
0.07301
0.07301
0.07301
0.07301
0.07301
0.07459
0.07459
0.07459
0.07459
0.0751
0.0751
0.0751
0.0751
0.08139
0.08139
0.08139
0.08139
0.0884
0.0884
0.0884
0.0884
0.09223
0.09223
0.09223
0.09223
0.0973
0.0973
0.0973
0.0973
0.10043
0.10043
0.10043
0.10043
0.09916
0.09916
0.09916
0.09916
0.09522
0.09522
0.09522
0.09522
0.09255
0.09255
0.09255
0.09255
0.09509
0.09509
0.09509
0.09509
0.09985
0.09985
0.09985
0.09985
0.10427
0.10427
0.10427
0.10427
0.10363
0.10363
0.10363
0.10363
0.099
0.099
0.099
0.099
0.09214
0.09214
0.09214
0.09214
0.088
0.088
0.088
0.088
0.08657
0.08657
0.08657
0.08657
0.07987
0.07987
0.07987
0.07987
0.08408
0.08408
0.08408
0.08408
0.07982
0.07982
0.07982
0.07982
0.07676
0.07676
0.07676
0.07676
0.07346
0.07346
0.07346
0.07346
0.07186
0.07186
0.07186
0.07186
0.07208
0.07208
0.07208
0.07208
0.0749
0.0749
0.0749
0.0749
0.07769
0.07769
0.07769
0.07769
0.08179
0.08179
0.08179
0.08179
0.08486
0.08486
0.08486
0.08486
0.08715
0.08715
0.08715
0.08715
0.08914
0.08914
0.08914
0.08914
0.08866
0.08866
0.08866
0.08866
0.08481
0.08481
0.08481
0.08481
0.08434
0.08434
0.08434
0.08434
0.08801
0.08801
0.08801
0.08801
0.09342
0.09342
0.09342
0.09342
0.10177
0.10177
0.10177
0.10177
0.10485
0.10485
0.10485
0.10485
0.10355
0.10355
0.10355
0.10355
0.1005
0.1005
0.1005
0.1005
0.09331
0.09331
0.09331
0.09331
0.09117
0.09117
0.09117
0.09117
0.08386
0.08386
0.08386
0.08386
0.08702
0.08702
0.08702
0.08702
0.08432
0.08432
0.08432
0.08432
0.08182
0.08182
0.08182
0.08182
0.07911
0.07911
0.07911
0.07911
0.07848
0.07848
0.07848
0.07848
0.0821
0.0821
0.0821
0.0821
0.0943
0.0943
0.0943
0.0943
0.1111
0.1111
0.1111
0.1111
0.12111
0.12111
0.12111
0.12111
0.11783
0.11783
0.11783
0.11783
0.1106
0.1106
0.1106
0.1106
0.103
0.103
0.103
0.103
0.0955
0.0955
0.0955
0.0955
0.0926
0.0926
0.0926
0.0926
0.1
0.1
0.1
0.1
0.10798
0.10798
0.10798
0.10798
0.11687
0.11687
0.11687
0.11687
0.12913
0.12913
0.12913
0.12913
0.13001
0.13001
0.13001
0.13001
0.12212
0.12212
0.12212
0.12212
0.11421
0.11421
0.11421
0.11421
0.10283
0.10283
0.10283
0.10283
0.09998
0.09998
0.09998
0.09998
0.09149
0.09149
0.09149
0.09149
0.08816
0.08816
0.08816
0.08816
0.08704
0.08704
0.08704
0.08704
0.085
0.085
0.085
0.085
0.08414
0.08414
0.08414
0.08414
0.08572
0.08572
0.08572
0.08572
0.08928
0.08928
0.08928
0.08928
0.10851
0.10851
0.10851
0.10851
